"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
601,"HH",-0.845452450808537,NA,0.0234872140137742,NA,0,0,NA,NA,0.326321692380492,NA,1
601,"HH-ANT",-1.11645685916079,-0.449552580453917,0.0279179617127959,0.0255817405507532,0,0,0,0,0.386944745822171,NA,1
601,"ETI",0.145102511230373,NA,0.0325940526096202,NA,100,0,NA,NA,0.146727587595486,NA,1
601,"ETI-ANT",0.133154987315145,-0.0108332961287412,0.0429399967152179,0.0253937036295444,100,0,100,100,0.146539236639,NA,1
601,"TEH",0.143339357208279,NA,0.357527550419679,NA,100,100,NA,NA,0.146648652403099,1.00703587540523,1
601,"TEH-ANT",0.13034481680322,-0.0117881854856635,0.357741679019888,0.0253859048357722,100,100,100,100,0.146442776426223,1.00454600024365,1
602,"HH",-0.834127769657252,NA,0.0234212072769806,NA,0,0,NA,NA,0.354183370753747,NA,1
602,"HH-ANT",-1.08644092800335,-0.419275910882173,0.0278512201854688,0.0255106028428806,0,0,0,0,0.407812914639054,NA,1
602,"ETI",0.134716232526977,NA,0.0320455038178752,NA,100,0,NA,NA,0.129049153627828,NA,1
602,"ETI-ANT",0.14901806343546,0.013374619287466,0.0417966006805116,0.0250773422538072,100,0,100,100,0.129217652068695,NA,1
602,"TEH",0.132999723227469,NA,0.352566948000615,NA,100,100,NA,NA,0.129104505109652,0.993087426071296,1
602,"TEH-ANT",0.146333792601179,0.012472442254867,0.354489861749026,0.0250721152426162,100,100,100,100,0.12925671805874,0.995666461635833,1
603,"HH",-0.865065480314957,NA,0.0235175448134051,NA,0,0,NA,NA,0.357525252033657,NA,1
603,"HH-ANT",-1.13115459111892,-0.441713668537704,0.0279557695401403,0.0256032603848002,0,0,0,0,0.416913469199827,NA,1
603,"ETI",0.151202634190311,NA,0.0327487918009625,NA,100,0,NA,NA,0.144263281356326,NA,1
603,"ETI-ANT",0.161428475208902,0.00933485201226079,0.0430795307853142,0.0255369077190852,100,0,100,100,0.144403351676727,NA,1
603,"TEH",0.149298111598184,NA,0.353839113797786,NA,100,100,NA,NA,0.144274853043872,0.996518482368772,1
603,"TEH-ANT",0.158412817115008,0.00832305823784254,0.355582204832737,0.0255304703648139,100,100,100,100,0.1444166715312,0.998343650084429,1
604,"HH",-0.855173712974336,NA,0.0236073878156593,NA,0,0,NA,NA,0.366352411893363,NA,1
604,"HH-ANT",-1.10190715687841,-0.409420176792427,0.0280815445728159,0.0257169084949031,0,0,0,0,0.422709000209411,NA,1
604,"ETI",0.125682984356476,NA,0.0325550118118094,NA,100,0,NA,NA,0.141440882499401,NA,1
604,"ETI-ANT",0.165446720410558,0.0362551968921807,0.0426631353952926,0.0253708195278671,100,0,100,100,0.139770600376174,NA,1
604,"TEH",0.123942252700335,NA,0.357422244216248,NA,100,100,NA,NA,0.141545533610295,1.00674569119375,1
604,"TEH-ANT",0.162688990191573,0.0353214314846141,0.36111533439949,0.0253662086626288,100,100,100,100,0.139877120886724,1.01424583007844,1
605,"HH",-0.865441080285916,NA,0.0235183644618713,NA,0,0,NA,NA,0.320255590568847,NA,1
605,"HH-ANT",-1.13106510758913,-0.440124850534679,0.0279629760216203,0.0256259575290557,0,0,0,0,0.381729361374744,NA,1
605,"ETI",0.0679023999704116,NA,0.0319488344528858,NA,100,0,NA,NA,0.123186972486342,NA,1
605,"ETI-ANT",0.0406668932488468,-0.0257531298572797,0.0415189057571084,0.0250633839815592,100,100,100,100,0.123856851029943,NA,1
605,"TEH",0.0663339004092902,NA,0.354078061149946,NA,100,100,NA,NA,0.123177024156635,0.997404402137596,1
605,"TEH-ANT",0.0382231098193626,-0.026585300629716,0.353342859292438,0.0250583872979465,100,100,100,100,0.123895729613381,0.992492344882875,1
606,"HH",-0.833231350911734,NA,0.0234428866755621,NA,0,0,NA,NA,0.368720784142413,NA,1
606,"HH-ANT",-1.09509386605122,-0.435220575052581,0.0278677525242692,0.0255192371984653,0,0,0,0,0.42442486277038,NA,1
606,"ETI",0.154307195980365,NA,0.0328365808672272,NA,100,0,NA,NA,0.165375430956199,NA,1
606,"ETI-ANT",0.15455399931219,0.000223330082891882,0.0436641860694898,0.025510307121275,100,0,100,100,0.165563311927527,NA,1
606,"TEH",0.152478622025056,NA,0.357349169059489,NA,100,100,NA,NA,0.165407978814015,1.00646572277332,1
606,"TEH-ANT",0.151590934497718,-0.000781842201480235,0.358453828796486,0.0255037647756394,100,100,100,100,0.165613082946921,1.00632403513302,1
607,"HH",-0.86111186065599,NA,0.0232730835543705,NA,0,0,NA,NA,0.344304483293738,NA,1
607,"HH-ANT",-1.10619554943734,-0.406394810773724,0.0276838290368448,0.0253591391368997,0,0,0,0,0.401021620771903,NA,1
607,"ETI",0.109491094068247,NA,0.0315475213742269,NA,100,0,NA,NA,0.120019934754805,NA,1
607,"ETI-ANT",0.142030339042882,0.0309247282650975,0.0408235221204522,0.0247382503354865,100,0,100,100,0.119257541616673,NA,1
607,"TEH",0.107817608163512,NA,0.352016027799908,NA,100,100,NA,NA,0.120082550744537,0.991649995791565,1
607,"TEH-ANT",0.139453967410909,0.0300631319284417,0.355075944339204,0.0247337841828579,100,100,100,100,0.119301445889823,0.997656743390418,1
608,"HH",-0.846652987102894,NA,0.0234155604338922,NA,0,0,NA,NA,0.313192395362507,NA,1
608,"HH-ANT",-1.08956113146321,-0.402818453012529,0.0278578794630985,0.025536676788557,0,0,0,0,0.367456717686814,NA,1
608,"ETI",0.0836199428587285,NA,0.0321174316162365,NA,100,0,NA,NA,0.130734448857512,NA,1
608,"ETI-ANT",0.0961389523685141,0.0116244053780879,0.0419597869575009,0.0251275392415182,100,0,100,100,0.131252831782514,NA,1
