"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
401,"HH",-0.860755186337674,NA,0.0235555164457479,NA,0,0,NA,NA,0.370429602988168,NA,1
401,"HH-ANT",-1.11669461102443,-0.425146710142255,0.0280093134605645,0.0256489546172195,0,0,0,0,0.426350660137662,NA,1
401,"ETI",0.106875696007375,NA,0.0318397152754814,NA,100,0,NA,NA,0.121697425834391,NA,1
401,"ETI-ANT",0.111322431841538,0.00421174935965272,0.0412812997123021,0.0249757494972168,100,0,100,100,0.121636388840879,NA,1
401,"TEH",0.105185140612848,NA,0.357669378234677,NA,100,100,NA,NA,0.121860043179117,1.00762917191913,1
401,"TEH-ANT",0.108693192575606,0.00332867243129854,0.359005936000568,0.024974379386087,100,100,100,100,0.121846173807759,1.00869263218575,1
402,"HH",-0.809312246255974,NA,0.0236593108592502,NA,0,0,NA,NA,0.322849599142152,NA,1
402,"HH-ANT",-1.06894392295139,-0.432066263257127,0.0281286039416895,0.0257834184419406,0,0,0,0,0.37352438713881,NA,1
402,"ETI",0.111259296897752,NA,0.0328567761724561,NA,100,0,NA,NA,0.148532997238848,NA,1
402,"ETI-ANT",0.0722423998805912,-0.0352643541044826,0.0432232759253179,0.025575057325666,100,100,100,100,0.146896292736571,NA,1
402,"TEH",0.109527863032364,NA,0.354645557790758,NA,100,100,NA,NA,0.148472233483033,0.998781370475204,1
402,"TEH-ANT",0.0695105371289359,-0.036194333093612,0.353183234709158,0.0255674227272474,100,100,100,100,0.146835179438282,0.991459480774509,1
403,"HH",-0.847379342843717,NA,0.0236182688084991,NA,0,0,NA,NA,0.406397815182621,NA,1
403,"HH-ANT",-1.12610083415353,-0.463041130624284,0.028061540938709,0.0256832249473822,0,0,0,0,0.468591687129392,NA,1
403,"ETI",0.201738827120411,NA,0.0327175524397983,NA,0,0,NA,NA,0.147500236004831,NA,1
403,"ETI-ANT",0.210389806710767,0.00778607613622634,0.0430974525249958,0.0254860928224484,0,0,100,100,0.14710884918511,NA,1
403,"TEH",0.199896244700411,NA,0.363278392761517,NA,100,100,NA,NA,0.147662361317846,1.02333549599267,1
403,"TEH-ANT",0.207432095087096,0.00678426796072857,0.364901223094546,0.025482816697654,100,100,100,100,0.14733954094397,1.02488142736815,1
404,"HH",-0.842320889124674,NA,0.0234414021049848,NA,0,0,NA,NA,0.336253746921047,NA,1
404,"HH-ANT",-1.1283108951205,-0.474929649858814,0.0278452897527215,0.0255093875126878,0,0,0,0,0.398078893375269,NA,1
404,"ETI",0.15398635354048,NA,0.0328878469269526,NA,100,0,NA,NA,0.161207915928719,NA,1
