"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","alpha_sd","convergence"
401,"HH",-0.00738533660412903,NA,0.0201229953320858,NA,100,100,NA,0.121122706904071,1
401,"HH-ANT",-0.00263801230679405,0.00834129411718672,0.0237801868713442,0.0223114734453041,100,100,100,0.120972565172345,1
402,"HH",0.0323658907065575,NA,0.0204734984666816,NA,100,100,NA,0.15231870073322,1
402,"HH-ANT",0.0282959115138119,-0.00698664112391939,0.0242832469068957,0.0225761070971418,100,100,100,0.152003627622235,1
403,"HH",0.0101028773276735,NA,0.0204076948721861,NA,100,100,NA,0.154700940994003,1
403,"HH-ANT",-0.005179881936673,-0.0261209496152922,0.0242241751638276,0.0224977235850536,100,100,100,0.156228675538924,1
404,"HH",0.00452901974408713,NA,0.0203491265293781,NA,100,100,NA,0.160031133561437,1
404,"HH-ANT",-0.0217016905798385,-0.0451653426878493,0.0241526758887469,0.0224128130280723,100,100,0,0.159698213388945,1
405,"HH",0.0280208478790064,NA,0.0203518997337504,NA,100,100,NA,0.164513320133302,1
405,"HH-ANT",0.0254294841715357,-0.0044435111658857,0.0241674266247768,0.0224065080961309,100,100,100,0.16439122140437,1
406,"HH",-0.00876410175833259,NA,0.0203741169620069,NA,100,100,NA,0.148903519078238,1
406,"HH-ANT",-0.0123099046893333,-0.00613586377113968,0.0241619122234867,0.0224757624735951,100,100,100,0.148961504151873,1
407,"HH",0.0231353867403622,NA,0.0203576087616732,NA,100,100,NA,0.157268813474455,1
407,"HH-ANT",0.0248802612518332,0.00300829752897535,0.0241608631339571,0.0224319083257262,100,100,100,0.157276326266408,1
408,"HH",-0.0150212064639325,NA,0.0202633959657664,NA,100,100,NA,0.142849525428189,1
408,"HH-ANT",-0.0130258392339811,0.00344601173975911,0.0240182398029023,0.0223719474543996,100,100,100,0.143001542137753,1
409,"HH",0.00349894554281481,NA,0.0202859145080154,NA,100,100,NA,0.132939036425241,1
409,"HH-ANT",-0.00155335503301049,-0.00881965961051598,0.0240135732392615,0.022437109709379,100,100,100,0.132896477511248,1
410,"HH",-0.0266782250518832,NA,0.0203646504533701,NA,100,100,NA,0.169170483341015,1
410,"HH-ANT",-0.0139847680425027,0.0217204325448076,0.0241950731588517,0.0224108309241401,100,100,100,0.169936779634524,1
411,"HH",-0.0365700735828465,NA,0.0201147331602895,NA,100,100,NA,0.121311346770979,1
411,"HH-ANT",-0.0260016115353316,0.018411637209347,0.0237848908101615,0.0223042509579996,100,100,100,0.122197917256369,1
412,"HH",0.0168360048254936,NA,0.0198759600829271,NA,100,100,NA,0.100364140572714,1
412,"HH-ANT",0.0141066623140129,-0.00488977565218655,0.0233952020757816,0.0221832450260408,100,100,100,0.100511891471494,1
413,"HH",-0.0293281310909981,NA,0.02015659687759,NA,100,100,NA,0.1384894951589,1
413,"HH-ANT",-0.0307443318811305,-0.00246314113221222,0.0238805866001985,0.0222673716616206,100,100,100,0.138507044415948,1
414,"HH",0.0173268253071098,NA,0.0202930512322545,NA,100,100,NA,0.163534056328806,1
414,"HH-ANT",0.0124421699840558,-0.00838108907760404,0.0240988266406414,0.022343472961004,100,100,100,0.163788952348247,1
415,"HH",-0.0104657644284996,NA,0.0204309284560983,NA,100,100,NA,0.152827213062698,1
415,"HH-ANT",-0.00302815212369832,0.0128450951551788,0.0242381243694419,0.022527450298399,100,100,100,0.15299338008945,1
416,"HH",0.00675408252657078,NA,0.0201965199490628,NA,100,100,NA,0.131625551966903,1
416,"HH-ANT",0.00448070168551789,-0.00396241434271308,0.023907145823155,0.022342030439354,100,100,100,0.131742911940421,1
417,"HH",0.00471009295395432,NA,0.0204682793838847,NA,100,100,NA,0.200889990217077,1
417,"HH-ANT",0.00490473422364731,0.000331610678252526,0.0243556545129938,0.0224701970299241,100,100,100,0.200916770567997,1
418,"HH",-0.0302592316074958,NA,0.0201203961016811,NA,100,100,NA,0.117221418441838,1
418,"HH-ANT",-0.0244037176602792,0.0102731433281864,0.023757253623455,0.0223312730518274,100,100,100,0.116852973958117,1
419,"HH",0.0366940327592403,NA,0.020184506128219,NA,100,100,NA,0.124678328640298,1
419,"HH-ANT",0.0506525299081991,0.0245020525179959,0.0238647487880801,0.0223614707744157,0,0,100,0.124500715225184,1
420,"HH",-0.00446223799124805,NA,0.0200469464496296,NA,100,100,NA,0.112982888628698,1
420,"HH-ANT",-0.0198754188048239,-0.0273112408107408,0.023662735538931,0.0222773451255345,100,100,100,0.113290724925809,1
421,"HH",-0.0230329538698154,NA,0.0203511915132001,NA,100,100,NA,0.137425224118758,1
421,"HH-ANT",0.00458603290920672,0.0480070846000057,0.0241119951173501,0.0224927323836026,100,100,0,0.138437030461273,1
422,"HH",-0.00436581482509179,NA,0.0202711290112202,NA,100,100,NA,0.140041627441313,1
422,"HH-ANT",-0.00500633393144952,-0.00111184874709569,0.0240187342816872,0.0223909970733949,100,100,100,0.140090944501156,1
423,"HH",0.0239663182446724,NA,0.0201731287421952,NA,100,100,NA,0.1183387364043,1
423,"HH-ANT",0.0147372646635477,-0.0162804219978321,0.0238312390160631,0.0223867057969959,100,100,100,0.118540245227189,1
424,"HH",-0.0162919938651311,NA,0.0199734133430517,NA,100,100,NA,0.104319383399933,1
424,"HH-ANT",-0.000721218452819642,0.0278722377454656,0.0235250813081469,0.0222583426063059,100,100,100,0.104205234485632,1
425,"HH",0.0232402088794892,NA,0.0203136057794702,NA,100,100,NA,0.153167718403269,1
425,"HH-ANT",0.00256077613446898,-0.0357005211390483,0.0240969307482018,0.0223925870147185,100,100,100,0.152805036706841,1
426,"HH",-0.00527251773004478,NA,0.0204455188355492,NA,100,100,NA,0.157277384528538,1
426,"HH-ANT",-0.00975135635747139,-0.00771833013705946,0.0242646582331725,0.0225308357874969,100,100,100,0.157416026257514,1
427,"HH",-0.00250546737612726,NA,0.0202335239614027,NA,100,100,NA,0.138102548581132,1
427,"HH-ANT",-0.00670446024085271,-0.0072465177436196,0.023965766073249,0.0223551036704241,100,100,100,0.13777486297774,1
428,"HH",0.00332496301873573,NA,0.0200163071413418,NA,100,100,NA,0.109215121815837,1
428,"HH-ANT",-0.0254791214236755,-0.0511662827033733,0.0235827216606374,0.0222620088214298,100,100,0,0.108102884985561,1
429,"HH",0.00303571766357137,NA,0.0203735384198611,NA,100,100,NA,0.164630634148996,1
429,"HH-ANT",0.0243188920967982,0.0365660112792631,0.0241958321404958,0.0224304408276523,100,100,100,0.165163611735539,1
430,"HH",0.00166552351486279,NA,0.0201069862842073,NA,100,100,NA,0.131042961147276,1
430,"HH-ANT",-0.00100527324785882,-0.00466554804342575,0.0237999621795867,0.0222426694662582,100,100,100,0.131048735052224,1
431,"HH",-0.00265783346323713,NA,0.0203276574031607,NA,100,100,NA,0.144528882392559,1
431,"HH-ANT",-0.0165424681780219,-0.0238613783712621,0.0241064220822521,0.0224404235833939,100,100,100,0.14578547161534,1
432,"HH",0.0112493176446109,NA,0.0202974913122279,NA,100,100,NA,0.140781989464185,1
432,"HH-ANT",-0.0185428697456597,-0.0516936746038464,0.0240385605569848,0.0224131585043151,100,100,0,0.139650485432847,1
433,"HH",-0.00783944965340006,NA,0.0200672187111778,NA,100,100,NA,0.112122832521288,1
433,"HH-ANT",0.00459721648642996,0.0220712055490773,0.0236793453692787,0.0223062709349175,100,100,100,0.112252810745558,1
434,"HH",-0.00836401579140756,NA,0.0204053074887937,NA,100,100,NA,0.149607151944261,1
434,"HH-ANT",-0.0187853336875058,-0.0179772571067989,0.0242037552403522,0.0225094092003333,100,100,100,0.1501735180803,1
435,"HH",-0.032642908375912,NA,0.0202163673876988,NA,100,100,NA,0.133049260687889,1
