"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","alpha_sd","convergence"
1,"HH",0.00597431476997773,NA,0.0200278406078037,NA,100,100,NA,0.113899220867721,1
1,"HH-ANT",0.0202759544255449,0.0252983503510784,0.0236336624186799,0.0222461671504202,100,100,100,0.113477655507724,1
2,"HH",-0.0106827226654942,NA,0.0202861739633128,NA,100,100,NA,0.146439563640079,1
2,"HH-ANT",-0.0363465938364887,-0.0444517223089196,0.0240487636896405,0.0223825970866161,100,100,0,0.146144539911744,1
3,"HH",0.0044960009775217,NA,0.0202332614109732,NA,100,100,NA,0.134754849332461,1
3,"HH-ANT",0.000612328324369692,-0.00676642864811699,0.0239578069097352,0.0223693037597935,100,100,100,0.134680714092372,1
4,"HH",0.0172317076719925,NA,0.0203668705005434,NA,100,100,NA,0.143399656350931,1
4,"HH-ANT",0.00658086010487307,-0.0184811664454664,0.0241376433466072,0.0224859510519104,100,100,100,0.14326462950595,1
5,"HH",0.0136773330815115,NA,0.020218023466344,NA,100,100,NA,0.135472755645977,1
5,"HH-ANT",0.00691590459778978,-0.0117461809383014,0.0239464973207482,0.0223499919235482,100,100,100,0.135826813539795,1
6,"HH",-0.0234927898520749,NA,0.0203560820250578,NA,100,100,NA,0.141012531847182,1
6,"HH-ANT",-0.016514050864999,0.0120593646825791,0.0241244586509366,0.0224842971220167,100,100,100,0.141514068832066,1
7,"HH",0.0250032715153548,NA,0.0201913326298994,NA,100,100,NA,0.143485551511568,1
7,"HH-ANT",0.0393795558469859,0.0247604680491248,0.0239242592600177,0.0222849819183692,100,100,100,0.14234945666994,1
8,"HH",-0.047687744769528,NA,0.020035012578917,NA,0,0,NA,0.115412054600111,1
8,"HH-ANT",-0.0526157122692862,-0.00861498702637495,0.0236625767997246,0.0222480960090934,0,0,100,0.11585419630155,1
9,"HH",0.0282444555095644,NA,0.0203755629293597,NA,100,100,NA,0.139707280818386,1
9,"HH-ANT",0.0120649627865344,-0.0281131170847124,0.0241425903259276,0.022510826216285,100,100,100,0.140153948280996,1
10,"HH",-0.0121248372924566,NA,0.0203480347087213,NA,100,100,NA,0.144879506187334,1
10,"HH-ANT",0.00283204343441532,0.0258597049953195,0.0241269066645746,0.0224610599289742,100,100,100,0.145644837336709,1
11,"HH",0.000119277590077897,NA,0.0201449620684457,NA,100,100,NA,0.129499864597311,1
11,"HH-ANT",0.00288540275364894,0.00483645058534932,0.0238385642237989,0.0222929597057748,100,100,100,0.129473462392257,1
12,"HH",0.00840743137857755,NA,0.0199444370778363,NA,100,100,NA,0.110904605564509,1
12,"HH-ANT",0.0507918149978755,0.0741782246839117,0.0235851880005866,0.0221844960597138,0,0,0,0.11464981289713,1
13,"HH",-0.00878840500713608,NA,0.0202332370015163,NA,100,100,NA,0.156869356828248,1
13,"HH-ANT",-0.018196539568514,-0.0162138235865416,0.0240134901008604,0.0222929384935851,100,100,100,0.156769829599095,1
14,"HH",0.0118648871576769,NA,0.0203845827471936,NA,100,100,NA,0.142286722273703,1
14,"HH-ANT",0.0157515613588469,0.00674474939067746,0.0241578060994509,0.0225108881723455,100,100,100,0.142408945893263,1
15,"HH",0.0145691168358025,NA,0.0204095954981287,NA,100,100,NA,0.166285020319701,1
15,"HH-ANT",0.0234910532375117,0.0153021088299688,0.0242365074690426,0.0224663307320183,100,100,100,0.165883384862959,1
16,"HH",-0.0248060594871722,NA,0.0199811217932829,NA,100,100,NA,0.112328483667136,1
16,"HH-ANT",-0.0460695981491851,-0.0376700095617762,0.0235682679743284,0.0222018504287301,100,100,100,0.111708348589935,1
17,"HH",0.00207511520613266,NA,0.0202500651864781,NA,100,100,NA,0.130494572641243,1
17,"HH-ANT",0.0139033181116609,0.0206829383833909,0.0239636398678694,0.0224074274383192,100,100,100,0.130461851069365,1
18,"HH",0.0322064949091494,NA,0.0199951073788988,NA,100,100,NA,0.112374320994434,1
18,"HH-ANT",0.0239567017042552,-0.0145807445874646,0.0236019140285112,0.0222227521153515,100,100,100,0.112772626882944,1
19,"HH",0.00394742757132199,NA,0.0202783573317434,NA,100,100,NA,0.137274705740839,1
19,"HH-ANT",0.0138681991386009,0.0172599591146412,0.024016176170429,0.0224092522760252,100,100,100,0.137037681695385,1
20,"HH",-0.00199041317543876,NA,0.0202459712641428,NA,100,100,NA,0.140949698290147,1
20,"HH-ANT",0.0199694148238535,0.0381458999346297,0.0239902729854057,0.0223578364333599,100,100,100,0.14094360725606,1
21,"HH",0.0211550238576212,NA,0.0203119627264379,NA,100,100,NA,0.137213329334599,1
21,"HH-ANT",0.0270574002092782,0.0102779218659167,0.0240580885940901,0.0224484452223054,100,100,100,0.137264738930941,1
22,"HH",0.0206982807367287,NA,0.0203119265454518,NA,100,100,NA,0.150170501944128,1
22,"HH-ANT",0.0280155735805091,0.0126404454144069,0.0240900456247246,0.0224009983669661,100,100,100,0.149956121047059,1
23,"HH",-0.0109380970648633,NA,0.0203176614698762,NA,100,100,NA,0.140812752711228,1
23,"HH-ANT",-0.0102705913834926,0.00115537455975163,0.0240744685102695,0.0224405001443309,100,100,100,0.14079063674631,1
24,"HH",0.00319357503743016,NA,0.0204631585421298,NA,100,100,NA,0.159142212706109,1
24,"HH-ANT",0.00971289666703239,0.0112206188383448,0.0242898054835602,0.0225456251920411,100,100,100,0.159393003503143,1
25,"HH",0.0127536665708192,NA,0.0202317744507082,NA,100,100,NA,0.137607223626895,1
25,"HH-ANT",1.37699513113027e-05,-0.0220383034469192,0.0239563290275941,0.0223533468700252,100,100,100,0.136705119518263,1
26,"HH",-0.0265071054432011,NA,0.0202573389849974,NA,100,100,NA,0.137741296561281,1
26,"HH-ANT",-0.0285994728418283,-0.00362818671004772,0.0239969387222696,0.0223846935965341,100,100,100,0.137879485451685,1
27,"HH",0.00457165035953643,NA,0.020139273572819,NA,100,100,NA,0.13511915641739,1
27,"HH-ANT",0.0149790564386349,0.0181285141222853,0.023851749680687,0.0222615823892056,100,100,100,0.135286411478101,1
