"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","alpha_sd","convergence"
201,"HH",-0.0194715272387937,NA,0.0202626207687165,NA,100,100,NA,0.134834611551443,1
201,"HH-ANT",-0.0225597737587543,-0.00534675572006911,0.023990806687807,0.0224019111891454,100,100,100,0.134621932243525,1
202,"HH",-0.00682823416556181,NA,0.0204313031694679,NA,100,100,NA,0.143331428506145,1
202,"HH-ANT",-0.018498453360432,-0.0202553543646111,0.024215204138634,0.0225596284917347,100,100,100,0.143497536530401,1
203,"HH",0.0307654089568568,NA,0.0200575418314258,NA,100,100,NA,0.122613162009235,1
203,"HH-ANT",0.0359415631211364,0.00895068595095807,0.0237055087793209,0.0222270008386735,100,100,100,0.12208545271672,1
204,"HH",-0.0349883647673825,NA,0.0205701592505938,NA,100,100,NA,0.155360565180618,1
204,"HH-ANT",-0.0379005752564675,-0.00501995502961871,0.0244047731402565,0.0226760891244012,100,100,100,0.155259351064009,1
205,"HH",0.0198377187623968,NA,0.0202290066449699,NA,100,100,NA,0.128616888165168,1
205,"HH-ANT",0.0111477026789186,-0.0152140423467083,0.0239327868285022,0.0223926708866375,100,100,100,0.128578197338919,1
206,"HH",-0.00653555000882753,NA,0.02018280163906,NA,100,100,NA,0.124298705322355,1
206,"HH-ANT",0.00222751789727971,0.0153821336198937,0.0238618683093688,0.022361914082795,100,100,100,0.124142825667114,1
207,"HH",-0.0107267663786,NA,0.0203587031652994,NA,100,100,NA,0.136125988057961,1
207,"HH-ANT",-0.0088692408806064,0.00323070717823787,0.024109784383923,0.0225061775571542,100,100,100,0.136225932595439,1
208,"HH",-0.00803864172071419,NA,0.0200986379244833,NA,100,100,NA,0.122602653718545,1
208,"HH-ANT",0.0050554191659822,0.0230054574943008,0.023762876616764,0.0222762586979452,100,100,100,0.122861758973126,1
209,"HH",-0.009129629990224,NA,0.0200825655350516,NA,100,100,NA,0.119639695259229,1
209,"HH-ANT",-0.00116096110820481,0.0140428549836675,0.0237297022295956,0.0222744682086762,100,100,100,0.119674483840752,1
210,"HH",0.0034241616796727,NA,0.0199253671654341,NA,100,100,NA,0.103886987540823,1
210,"HH-ANT",0.00663700025022072,0.00575151508774221,0.0234714870181427,0.0222078500637966,100,100,100,0.103953122240584,1
211,"HH",-0.0093797591019795,NA,0.0203980397937108,NA,100,100,NA,0.1689454982231,1
211,"HH-ANT",-0.00731816101750909,0.00353894941681523,0.0242302751396045,0.0224480505224799,100,100,100,0.16898016884528,1
212,"HH",0.00620593899220768,NA,0.0203371219452586,NA,100,100,NA,0.153155726467545,1
212,"HH-ANT",-0.0159826162498843,-0.0383184479443933,0.0241272159569993,0.022419681653713,100,100,100,0.15320163994199,1
213,"HH",-0.00819021724051216,NA,0.0203122832563691,NA,100,100,NA,0.153395646542373,1
213,"HH-ANT",0.0135086647695831,0.0374385147936879,0.0241023908273571,0.0223920039422489,100,100,100,0.153952982888721,1
214,"HH",-0.0301721006474309,NA,0.0204025305906171,NA,100,100,NA,0.143732322492559,1
214,"HH-ANT",-0.00521834767311569,0.0431673725955258,0.0241911597917872,0.0225269915393424,100,100,100,0.145014153833962,1
215,"HH",-0.00630788440454138,NA,0.0200938457200661,NA,100,100,NA,0.115202452481182,1
215,"HH-ANT",-0.0298710929933578,-0.0415200881986465,0.0237019446105084,0.0223090401464139,100,100,100,0.113926170402492,1
216,"HH",-0.0148667277668672,NA,0.0203092136386095,NA,100,100,NA,0.144793800877174,1
216,"HH-ANT",-0.00796836257028243,0.0119110046656283,0.0240718962317135,0.0224154132565125,100,100,100,0.14438488837739,1
217,"HH",-0.00939217307868755,NA,0.0202087813806541,NA,100,100,NA,0.161170236315983,1
217,"HH-ANT",-0.018030428456967,-0.014804625863501,0.0239975256105575,0.0222552732694911,100,100,100,0.161748603374419,1
218,"HH",-0.0347072346060308,NA,0.020289119041534,NA,100,100,NA,0.15877860951436,1
218,"HH-ANT",-0.0403914054211619,-0.00976712734238499,0.0240855909674135,0.0223513202919235,100,100,100,0.159087477463847,1
219,"HH",0.0236842238787869,NA,0.0202705468438111,NA,100,100,NA,0.144952392837614,1
219,"HH-ANT",0.0143195824816743,-0.0161494699318803,0.0240359768212643,0.0223733930108499,100,100,100,0.145606059740956,1
220,"HH",0.0138450431087149,NA,0.0203120861331987,NA,100,100,NA,0.13653821005604,1
220,"HH-ANT",0.00343470493525094,-0.0181206495575915,0.024052884534118,0.0224504146758421,100,100,100,0.136272497959991,1
