"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","alpha_sd","convergence"
601,"HH",0.0608147771229129,NA,0.0202900403641887,NA,100,0,NA,0.145451103493704,1
601,"HH-ANT",0.0490893390619058,-0.020319776441955,0.0240535639849535,0.0223919317493001,100,0,100,0.145345271010387,1
602,"HH",0.0745662694586833,NA,0.0201459413259018,NA,100,0,NA,0.128540982043313,1
602,"HH-ANT",0.0807159795752117,0.0107622478077169,0.0238375005411966,0.022298929147447,100,0,100,0.128617451972601,1
603,"HH",0.0460703733031253,NA,0.0204336002909841,NA,100,0,NA,0.144900245871739,1
603,"HH-ANT",0.0406805571887837,-0.00933638948326291,0.0242225895057061,0.0225568466630166,100,100,100,0.145105795047879,1
604,"HH",0.0585286481044757,NA,0.0203315749440126,NA,100,0,NA,0.14183261791273,1
604,"HH-ANT",0.0725467598332256,0.0242664864640083,0.0240864401529696,0.0224502368154707,100,0,100,0.141079140139403,1
605,"HH",0.0409322460626404,NA,0.020170579565651,NA,100,0,NA,0.122402921414358,1
605,"HH-ANT",0.0348423899771254,-0.0107113968509519,0.0238427380904504,0.0223591240157158,100,100,100,0.122429502423853,1
606,"HH",0.0773254618189176,NA,0.0202849190068762,NA,100,0,NA,0.165214906854172,1
606,"HH-ANT",0.0752302218709267,-0.00359882619092095,0.0240912326394736,0.0223300689097804,100,0,100,0.165280568052889,1
607,"HH",0.0507828904019296,NA,0.0199485650795825,NA,100,0,NA,0.119762097581431,1
607,"HH-ANT",0.0655305146004249,0.0259279261457633,0.0235677570983353,0.0221182411705626,100,0,100,0.119278009359315,1
608,"HH",0.0570527535037048,NA,0.0201798037507841,NA,100,0,NA,0.131710670918693,1
608,"HH-ANT",0.0706940449714108,0.023768840105368,0.0238925770370243,0.0223235147661864,100,0,100,0.132297517916747,1
609,"HH",0.0587978616457359,NA,0.020207755249133,NA,100,0,NA,0.127859494546991,1
609,"HH-ANT",0.0568466990269245,-0.00341277822750086,0.0239070997499632,0.022372782512493,100,0,100,0.127947982743118,1
610,"HH",0.0688727802594169,NA,0.0203166627868145,NA,100,0,NA,0.15809549474745,1
610,"HH-ANT",0.0701662363209111,0.00222417175214438,0.024115098073843,0.0223837820310884,100,0,100,0.158177844565088,1
611,"HH",0.0741182080924837,NA,0.0202520475854701,NA,100,0,NA,0.139490515578834,1
611,"HH-ANT",0.0758367034167938,0.00298203706386699,0.0239940101307748,0.022371302912988,100,0,100,0.139439411786517,1
612,"HH",0.111993902178889,NA,0.0202634612657516,NA,0,0,NA,0.140634496127998,1
612,"HH-ANT",0.137106309418151,0.0436332098179293,0.0240089047434862,0.0223783291792436,0,0,100,0.140569491677062,1
613,"HH",0.0717612205963301,NA,0.0203321551349772,NA,100,0,NA,0.144955316342253,1
