"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
1801,"HH",0.0310043491008915,NA,0.0202212223664869,NA,0,100,NA,NA,0.14816941127898,NA,1
1801,"HH-ANT",0.065134360983916,0.0590509034264247,0.0239798694910284,0.0223034793782201,100,0,100,0,0.148369375307613,NA,1
1801,"ETI",0.0247184837355256,NA,0.0325237311947235,NA,100,100,NA,NA,0.149095425511786,NA,1
1801,"ETI-ANT",0.109883109489525,0.0769137582555066,0.0429788632351532,0.0253385704315517,100,0,100,0,0.15028959343782,NA,1
1801,"TEH",0.0346354092953364,NA,0.0232067607142524,NA,100,100,NA,NA,0.148327345492021,0.0169964194613493,1
1801,"TEH-ANT",0.0828694653675862,0.0666505805601637,0.0299730425951046,0.0230506939813861,100,0,100,0,0.148981521278869,0.0232702711674934,1
1802,"HH",0.0644483481674675,NA,0.0204048534989955,NA,100,0,NA,NA,0.15708121863503,NA,1
1802,"HH-ANT",0.0840194545580494,0.033748520456619,0.0242147444929936,0.0224846083997296,100,0,100,100,0.157067266407286,NA,1
1802,"ETI",0.0505459161525486,NA,0.0329172043347616,NA,100,100,NA,NA,0.157343857228148,NA,1
1802,"ETI-ANT",0.0876480984198167,0.0332351375691097,0.0435766652776783,0.0255993903465656,100,0,100,100,0.157040679468614,NA,1
1802,"TEH",0.0644483452076551,NA,0.020404855346467,NA,100,0,NA,NA,0.157081676894928,0,1
1802,"TEH-ANT",0.0840194558315769,0.0337485210933831,0.0242147485100892,0.0224846094194914,100,0,100,100,0.157067856788094,0,1
1803,"HH",0.0454909697422505,NA,0.0202113382399553,NA,100,0,NA,NA,0.132971250027033,NA,1
1803,"HH-ANT",0.0677254910284674,0.0385012804884363,0.0239441255097028,0.0223558920616751,100,0,100,100,0.134690836987091,NA,1
1803,"ETI",-0.0179369855570599,NA,0.0320853053383512,NA,0,100,NA,NA,0.128739149297606,NA,1
1803,"ETI-ANT",-0.00520780979900866,0.011797148347828,0.0418753550269252,0.0251230505148219,100,100,100,100,0.129509654550239,NA,1
1803,"TEH",0.0366840100376155,NA,0.0222622606284061,NA,100,100,NA,NA,0.132203834708812,0.0136982551420207,1
1803,"TEH-ANT",0.067724291680466,0.0385006808144324,0.0239440384589748,0.0223558697792999,100,0,100,100,0.134682285379057,0,1
1804,"HH",0.0356848841354818,NA,0.0203447487840237,NA,100,100,NA,NA,0.160391437073816,NA,1
1804,"HH-ANT",0.0630200154394866,0.046923826653751,0.0241596887872412,0.0224097632919422,100,0,100,0,0.161893202391505,NA,1
1804,"ETI",0.0453280783479031,NA,0.0328692278051473,NA,100,100,NA,NA,0.160840785057658,NA,1
1804,"ETI-ANT",0.115815884623272,0.0619048855531489,0.0438192442529874,0.0256027355270035,100,0,100,0,0.166034289855031,NA,1
1804,"TEH",0.035665479811126,NA,0.0229619195657263,NA,100,100,NA,NA,0.160404905325572,0.0156344237970069,1
1804,"TEH-ANT",0.0686821656721142,0.0489254940634969,0.0282034133597913,0.0229269592447142,100,0,100,0,0.162344534214483,0.0178058647110516,1
1805,"HH",0.0666965572320766,NA,0.0202419071767494,NA,100,0,NA,NA,0.145444758384583,NA,1
1805,"HH-ANT",0.0731236453000508,0.0111242543127417,0.024000315547914,0.0223385602908137,100,0,100,100,0.145669404060874,NA,1
1805,"ETI",0.0554597971896159,NA,0.0325081338892269,NA,100,100,NA,NA,0.146224549841648,NA,1
1805,"ETI-ANT",0.0577295324834061,0.00204504202819492,0.0428476053164993,0.0253333459550995,100,100,100,100,0.146478679412987,NA,1
1805,"TEH",0.0599534883079017,NA,0.0238679027532703,NA,100,0,NA,NA,0.145563963606755,0.0192645849590812,1
1805,"TEH-ANT",0.065341069689605,0.00766106420411479,0.0283484821754173,0.0228835991526591,100,0,100,100,0.14574316190789,0.0188337779891782,1
1806,"HH",0.0487168666335346,NA,0.0203087926412479,NA,100,0,NA,NA,0.158531372465643,NA,1
1806,"HH-ANT",0.0911761444275377,0.0723286550274044,0.0240694522028159,0.0223613627639392,100,0,100,0,0.153750544761758,NA,1
1806,"ETI",0.0169404198785802,NA,0.0328962981512316,NA,100,100,NA,NA,0.164597545213136,NA,1
1806,"ETI-ANT",0.104190768290806,0.0746762098287897,0.0432047168399985,0.0254288088384787,100,0,100,0,0.153202914956399,NA,1
1806,"TEH",0.0487168439880616,NA,0.0203087934186889,NA,100,0,NA,NA,0.158531573210643,0,1
1806,"TEH-ANT",0.0911761217216279,0.0723286436744492,0.0240694532999049,0.0223613630427696,100,0,100,0,0.153750699084316,0,1
1807,"HH",0.0465616242681157,NA,0.0200862598226554,NA,100,0,NA,NA,0.119951645581023,NA,1
1807,"HH-ANT",0.0790902803862991,0.0572170317084687,0.0237452347223391,0.0222776585859218,100,0,100,0,0.120898844718902,NA,1
1807,"ETI",0.00979246492877952,NA,0.0317310488051892,NA,0,100,NA,NA,0.1198248252482,NA,1
1807,"ETI-ANT",0.0609730775538357,0.0487959971595698,0.0411280747514856,0.0249161451726161,100,100,100,100,0.12031880702612,NA,1
1807,"TEH",0.0353715117025359,NA,0.023546565327077,NA,100,100,NA,NA,0.119709334650033,0.0189843976074294,1
1807,"TEH-ANT",0.0749056158484768,0.0553647245947815,0.0256530468502577,0.0225103168359816,100,0,100,0,0.120685788633235,0.0117371206961679,1
1808,"HH",0.0656963415829464,NA,0.0201273006004518,NA,100,0,NA,NA,0.152436505656789,NA,1
1808,"HH-ANT",0.100396364783155,0.0599026664693969,0.0238766075549711,0.0221836888254201,100,0,100,0,0.152223980984106,NA,1
1808,"ETI",0.0345790197127292,NA,0.0324476697357743,NA,100,100,NA,NA,0.153353100877757,NA,1
1808,"ETI-ANT",0.100760560561384,0.0594364025657367,0.0428853323163852,0.0252331726987314,100,0,100,0,0.152460232269849,NA,1
1808,"TEH",0.0656963401026641,NA,0.0201273010284693,NA,100,0,NA,NA,0.152436606949895,0,1
1808,"TEH-ANT",0.100396367280744,0.059902667718191,0.0238766373451381,0.0221836963978245,100,0,100,0,0.152228148502624,0,1
1809,"HH",0.0417176123646957,NA,0.0202685389690799,NA,100,0,NA,NA,0.155235034762239,NA,1
1809,"HH-ANT",0.0769391276223238,0.0605433402706167,0.0240336343640239,0.0223307270773701,100,0,100,0,0.15299906176078,NA,1
1809,"ETI",-0.0116215300799541,NA,0.0327835567216102,NA,0,100,NA,NA,0.160771926839845,NA,1
1809,"ETI-ANT",0.038489152861389,0.0440030015181313,0.0433130683560534,0.025435441392885,100,100,100,100,0.156580810183228,NA,1
1809,"TEH",0.0257242137667652,NA,0.0242139872288819,NA,0,100,NA,NA,0.156826887047296,0.0202359966813027,1
1809,"TEH-ANT",0.0738770458877817,0.0592250523120493,0.0250617954947132,0.022462872176231,100,0,100,0,0.15324884188048,0.00815194622257929,1
1810,"HH",0.0584455952713416,NA,0.0203782967759027,NA,100,0,NA,NA,0.141525640280425,NA,1
1810,"HH-ANT",0.0960502782129636,0.0650851517641613,0.0241225943844636,0.0224977157551797,100,0,100,0,0.13921516128378,NA,1
1810,"ETI",0.0252712235671238,NA,0.0327090768793147,NA,100,100,NA,NA,0.144813984017905,NA,1
1810,"ETI-ANT",0.0992542769091066,0.0664867523927508,0.0427007317289727,0.0254143858153223,100,0,100,0,0.139084975091918,NA,1
1810,"TEH",0.0558121425444693,NA,0.0218987871669235,NA,100,0,NA,NA,0.141756944066043,0.0114977740139998,1
1810,"TEH-ANT",0.0962413617810694,0.0651580019487652,0.025439244940607,0.0226635510334445,100,0,100,0,0.139172192892149,0.00944539570168946,1
1811,"HH",0.0753054415265108,NA,0.0202947555850084,NA,100,0,NA,NA,0.136147126402348,NA,1
1811,"HH-ANT",0.100669630250157,0.0441761957351831,0.0240275501268177,0.0224304809916329,100,0,100,0,0.13561363572188,NA,1
1811,"ETI",0.0683115367648804,NA,0.0324082963805095,NA,100,0,NA,NA,0.136303892526637,NA,1
1811,"ETI-ANT",0.121617383169199,0.0492221678446381,0.0423816760318862,0.0252967035336178,100,0,100,100,0.135410368784646,NA,1
1811,"TEH",0.075305459107332,NA,0.0202947526205135,NA,100,0,NA,NA,0.136146629543882,0,1
1811,"TEH-ANT",0.100669624936021,0.0441761930781175,0.0240275520089873,0.02243048147335,100,0,100,0,0.135613822372229,0,1
1812,"HH",0.021710007959724,NA,0.0203037755217804,NA,0,100,NA,NA,0.158903130775979,NA,1
1812,"HH-ANT",0.0477728519300557,0.0448945951572689,0.0240987928349182,0.0223652876031557,100,0,100,0,0.158798955981746,NA,1
1812,"ETI",-0.00800729323121772,NA,0.0327581487285464,NA,0,100,NA,NA,0.15771255840241,NA,1
1812,"ETI-ANT",0.0465721203309679,0.0488051333143777,0.0434221664369166,0.0254783321258543,100,100,100,100,0.15813672280206,NA,1
1812,"TEH",0.0218802263518891,NA,0.0209770805285915,NA,0,100,NA,NA,0.158855127922047,0.00731758900144514,1
1812,"TEH-ANT",0.0513733836512976,0.0466040550882235,0.0263023339138765,0.0226482112710021,100,100,100,0,0.158747433515706,0.0123939916474108,1
1813,"HH",0.0588800440548168,NA,0.0201743879317127,NA,100,0,NA,NA,0.126100216496898,NA,1
1813,"HH-ANT",0.0826966495653363,0.041661835240011,0.0238711945910483,0.0223450969951486,100,0,100,100,0.12706299750503,NA,1
1813,"ETI",0.0485814335463469,NA,0.0319883933822011,NA,100,100,NA,NA,0.125317438607321,NA,1
1813,"ETI-ANT",0.100128091578193,0.0479377515070434,0.0417982919054402,0.0251120693860321,100,0,100,100,0.128178551336725,NA,1
1813,"TEH",0.0586660517252163,NA,0.0205574985278421,NA,100,0,NA,NA,0.126077741100861,0.00552901272049966,1
1813,"TEH-ANT",0.0830858022664524,0.0418079673268591,0.0244631717802849,0.0224186887118022,100,0,100,100,0.127059218791868,0.00621256848950294,1
