"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
1201,"HH",0.0374899039015306,NA,0.0202501339223318,NA,100,100,NA,NA,0.127058236714905,NA,1
1201,"HH-ANT",0.0543426329331369,0.0295384985915364,0.0239492403327847,0.0224235647161306,100,0,100,100,0.1268541476224,NA,1
1201,"ETI",0.0438111600318883,NA,0.0321930051754874,NA,100,100,NA,NA,0.128600975573581,NA,1
1201,"ETI-ANT",0.0793918233972286,0.0333367337474919,0.0419592080609132,0.0252028922069125,100,100,100,100,0.128851229158919,NA,1
1201,"TEH",0.030838643976986,NA,0.0253965659927576,NA,100,100,NA,NA,0.127674620257982,0.0246935610528509,1
1201,"TEH-ANT",0.0495192905258716,0.0263713307504822,0.030083622189092,0.023159900816065,100,100,100,100,0.127410170864174,0.0242158981690402,1
1202,"HH",0.065016715337068,NA,0.0205544458978553,NA,100,0,NA,NA,0.167370910830082,NA,1
1202,"HH-ANT",0.0730122184833246,0.0137040542600997,0.0244133165366207,0.0226272838171853,100,0,100,100,0.167816665022946,NA,1
1202,"ETI",0.0784076402166427,NA,0.0332918247929564,NA,100,0,NA,NA,0.168715690058581,NA,1
1202,"ETI-ANT",0.110162556424064,0.0277660775006112,0.0443729571643812,0.0258811069569444,100,0,100,100,0.17108909705782,NA,1
1202,"TEH",0.0650399458649112,NA,0.0205798631529545,NA,100,0,NA,NA,0.167373297138244,0.00138859708619739,1
1202,"TEH-ANT",0.0736021524306765,0.0139330871260353,0.0248395834024424,0.0226826931145498,100,0,100,100,0.167869785352738,0.00515104733788045,1
1203,"HH",0.083871346216335,NA,0.0199975471202205,NA,100,0,NA,NA,0.118553631564701,NA,1
1203,"HH-ANT",0.119377913681831,0.0625879780368218,0.0236142625501798,0.0221783119099718,100,0,100,0,0.117898915198724,NA,1
1203,"ETI",0.0469929953055074,NA,0.0316554119314289,NA,100,100,NA,NA,0.120721128903836,NA,1
1203,"ETI-ANT",0.106175692009892,0.0560905084264803,0.0408500270563895,0.0247886461541086,100,0,100,0,0.118463876891979,NA,1
1203,"TEH",0.0838718594660744,NA,0.0199974542002111,NA,100,0,NA,NA,0.118541817363188,2.22302812402238e-05,1
1203,"TEH-ANT",0.11937791271982,0.0625879775558187,0.0236142632049858,0.0221783120780478,100,0,100,0,0.117898961533553,0,1
1204,"HH",0.0370740149025911,NA,0.0199188282679425,NA,100,100,NA,NA,0.11611582604605,NA,1
1204,"HH-ANT",0.0609316194151736,0.0421403290539586,0.0235247999585354,0.0221075108353629,100,0,100,100,0.116197988050953,NA,1
1204,"ETI",-0.0109630128336357,NA,0.0314516911672491,NA,0,100,NA,NA,0.117537853389062,NA,1
1204,"ETI-ANT",0.0132832679155555,0.023173500100298,0.0406335595144479,0.0246914241854184,100,100,100,100,0.116992207160274,NA,1
1204,"TEH",0.0262275840666963,NA,0.0225655173095783,NA,0,100,NA,NA,0.116260769830364,0.0160229928334585,1
1204,"TEH-ANT",0.0588088754449257,0.0412524801977894,0.0241221541430633,0.0221804719480536,100,0,100,100,0.116195734318343,0.00626712882284342,1
1205,"HH",0.0723530518363095,NA,0.0203575214599759,NA,100,0,NA,NA,0.160767930631378,NA,1
1205,"HH-ANT",0.0841847451074011,0.0203334217436683,0.0241706728834529,0.0224229258995542,100,0,100,100,0.161289022191553,NA,1
1205,"ETI",0.00283367247958855,NA,0.0328607185111788,NA,0,100,NA,NA,0.159616165070564,NA,1
1205,"ETI-ANT",-0.00567945931697723,-0.00760290908742686,0.0435777469329649,0.0255507019364336,100,100,100,100,0.159766214295567,NA,1
1205,"TEH",0.054189569982957,NA,0.0266196834141312,NA,100,0,NA,NA,0.160302292464276,0.0279632974932373,1
1205,"TEH-ANT",0.0666377721107663,0.0144663379864596,0.0312319893742085,0.0233074596529182,100,0,100,100,0.160774639064045,0.0260135064109927,1
1206,"HH",0.0651713699458302,NA,0.0203179211903333,NA,100,0,NA,NA,0.136544167681289,NA,1
1206,"HH-ANT",0.0965659068588887,0.0546877890779069,0.024062300309729,0.0224561758558855,100,0,100,0,0.136750308427612,NA,1
1206,"ETI",0.0416216455611313,NA,0.0324538224564262,NA,100,100,NA,NA,0.136896473079325,NA,1
1206,"ETI-ANT",0.103018479330587,0.056640128718522,0.0425369375968966,0.0253496516007934,100,0,100,0,0.137334016001267,NA,1
1206,"TEH",0.0611334089836639,NA,0.0234420778559058,NA,100,0,NA,NA,0.136623815691166,0.0176439198472066,1
1206,"TEH-ANT",0.0975169082447834,0.0550582561447003,0.0276641817358408,0.0229035839188494,100,0,100,0,0.136865464607827,0.0168813461502251,1
1207,"HH",0.0761598731658773,NA,0.0199022690175062,NA,100,0,NA,NA,0.0971364359077492,NA,1
1207,"HH-ANT",0.109655786487626,0.0599700547137965,0.0234454476394056,0.022255123190195,100,0,100,0,0.0992455097330902,NA,1
1207,"ETI",0.0520147008589437,NA,0.0306955814678311,NA,100,100,NA,NA,0.096438296723739,NA,1
