"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
1401,"HH",-0.829927129576294,NA,0.0235142042430675,NA,0,0,NA,NA,0.332631501201782,NA,1
1401,"HH-ANT",-1.07023113629353,-0.398278961723536,0.0279780668195563,0.0256365328113717,0,0,0,0,0.388348676526964,NA,1
1401,"ETI",0.12063152982972,NA,0.0321290253267689,NA,100,0,NA,NA,0.127161505290559,NA,1
1401,"ETI-ANT",0.15308250558417,0.0305002510830457,0.0417969639074172,0.0251543861893249,100,0,100,100,0.126881318505473,NA,1
1401,"TEH",0.118944359014179,NA,0.352137821963879,NA,100,100,NA,NA,0.127194507973658,0.991847256551355,1
1401,"TEH-ANT",0.150447218001267,0.0296138066616715,0.355259717822477,0.0251486012326953,100,100,100,100,0.126883517626375,0.997859866179269,1
1402,"HH",-0.851593331394499,NA,0.0235158762300206,NA,0,0,NA,NA,0.304544912594663,NA,1
1402,"HH-ANT",-1.11674037021362,-0.440522057603704,0.0279567058706864,0.0256328046279291,0,0,0,0,0.359518383286126,NA,1
1402,"ETI",0.10292149028741,NA,0.0322265154503383,NA,100,0,NA,NA,0.133703129883153,NA,1
1402,"ETI-ANT",0.0766167198130701,-0.0239834809387526,0.0420178501452232,0.0251520958405636,100,100,100,100,0.131770515143536,NA,1
1402,"TEH",0.101228411242234,NA,0.358691334317994,NA,100,100,NA,NA,0.133569667731114,1.0104357973651,1
1402,"TEH-ANT",0.0739642603991753,-0.0248856757224865,0.357936813424033,0.0251431860722849,100,100,100,100,0.131589364332855,1.00541485345475,1
1403,"HH",-0.854485497430177,NA,0.0233568650455963,NA,0,0,NA,NA,0.356576031886496,NA,1
1403,"HH-ANT",-1.11110434030186,-0.426585306557654,0.0277694165047646,0.0254341468791822,0,0,0,0,0.410285759782792,NA,1
1403,"ETI",0.0889148313249805,NA,0.0324921648667161,NA,100,0,NA,NA,0.151387385560242,NA,1
1403,"ETI-ANT",0.0848393818960475,-0.00366342073204491,0.0429520672201688,0.0252936200516836,100,0,100,100,0.151627383679708,NA,1
1403,"TEH",0.0872545256868132,NA,0.35288344817855,NA,100,100,NA,NA,0.151436557079103,0.993870815195212,1
1403,"TEH-ANT",0.0821575519821047,-0.00458381767630539,0.353680492963164,0.0252876540765542,100,100,100,100,0.151691855830836,0.992968073064024,1
1404,"HH",-0.866244570578044,NA,0.0235201822431042,NA,0,0,NA,NA,0.376666891093613,NA,1
1404,"HH-ANT",-1.12226694128382,-0.425274293858918,0.027966809751047,0.0256073772835313,0,0,0,0,0.432959027634653,NA,1
1404,"ETI",0.10681029596017,NA,0.0328676858346336,NA,100,0,NA,NA,0.158479801104375,NA,1
1404,"ETI-ANT",0.120795594506273,0.0124627815211224,0.0435350311840607,0.0255540441263475,100,0,100,100,0.158023739327612,NA,1
1404,"TEH",0.105051166254003,NA,0.356571909068082,NA,100,100,NA,NA,0.158581444655678,1.00424949497282,1
1404,"TEH-ANT",0.117940226055579,0.0114871128964997,0.358470481187522,0.0255486020249551,100,100,100,100,0.158152813165906,1.00641475923536,1
1405,"HH",-0.842809135252268,NA,0.0233755398034605,NA,0,0,NA,NA,0.346978020420993,NA,1
1405,"HH-ANT",-1.09768977452223,-0.422928420955539,0.0277968941796901,0.0254619325042925,0,0,0,0,0.404456492479597,NA,1
1405,"ETI",0.1062270824394,NA,0.0319604440300462,NA,100,0,NA,NA,0.124046646440693,NA,1
1405,"ETI-ANT",0.103041100931871,-0.00295826019789706,0.041539711005333,0.0250585317702848,100,0,100,100,0.124404448305961,NA,1
1405,"TEH",0.104455452756328,NA,0.345229441672083,NA,100,100,NA,NA,0.124139629057538,0.972268021712802,1
1405,"TEH-ANT",0.100282645629413,-0.00388232563931282,0.345987913305907,0.0250551531487522,100,100,100,100,0.124545484901148,0.971532228124804,1
1406,"HH",-0.848304026604851,NA,0.0234621992262708,NA,0,0,NA,NA,0.309455422413929,NA,1
1406,"HH-ANT",-1.11256183708677,-0.438044169431655,0.0278971252539142,0.0255719860175285,0,0,0,0,0.369135716970141,NA,1
1406,"ETI",0.155109231877874,NA,0.0318920215647289,NA,100,0,NA,NA,0.123644045757784,NA,1
1406,"ETI-ANT",0.162817558821784,0.0070970354048293,0.0414779061608502,0.0250140829643153,100,0,100,100,0.124421139647022,NA,1
1406,"TEH",0.153366508231055,NA,0.359425433733086,NA,100,100,NA,NA,0.123505003613002,1.01260526258754,1
