"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","alpha_sd","convergence"
1201,"HH",0.0453102986087621,NA,0.0202474698202779,NA,100,0,NA,0.126759531844935,1
1201,"HH-ANT",0.0393426327091288,-0.010461501520518,0.0239492404691008,0.0224235647510879,100,100,100,0.126854158958983,1
1202,"HH",0.0733592227345028,NA,0.0205590877772203,NA,100,0,NA,0.168639649885195,1
1202,"HH-ANT",0.0580122181417878,-0.0262959459106625,0.024413316506027,0.0226272838094588,100,0,100,0.167816659709903,1
1203,"HH",0.0915708352664708,NA,0.019990793280449,NA,100,0,NA,0.118024864578466,1
1203,"HH-ANT",0.104377913766072,0.0225879780789446,0.0236142624926835,0.0221783118952136,100,0,100,0.117898911130259,1
1204,"HH",0.0447192075485755,NA,0.0199178802017516,NA,100,0,NA,0.116143250527337,1
1204,"HH-ANT",0.0459316193064738,0.00214032899961591,0.0235247998720168,0.0221075108131535,100,100,100,0.11619798210417,1
1205,"HH",0.0806320392690616,NA,0.0203612514186602,NA,100,0,NA,0.161777674665825,1
1205,"HH-ANT",0.0691847441868667,-0.0196665787166354,0.0241706727798058,0.0224229258733053,100,0,100,0.161289005667946,1
1206,"HH",0.073132529133914,NA,0.0203164953333734,NA,100,0,NA,0.136618053169755,1
1206,"HH-ANT",0.0815659066351149,0.0146877889660396,0.0240623002095848,0.0224561758302619,100,0,100,0.1367502983034,1
1207,"HH",0.0834664298205316,NA,0.0199180909995407,NA,100,0,NA,0.0984271131981746,1
1207,"HH-ANT",0.0946557858853781,0.0199700544126631,0.0234454475739874,0.0222551231734337,100,0,100,0.0992455067412465,1
1208,"HH",0.046085001835629,NA,0.0201461568410335,NA,100,0,NA,0.134552300980455,1
1208,"HH-ANT",0.0525968012977438,0.0113024029200232,0.0238528166581639,0.0222705679921801,100,0,100,0.134187020179819,1
1209,"HH",0.0912466644502041,NA,0.0203874001684373,NA,100,0,NA,0.171659291648266,1
1209,"HH-ANT",0.0878444678464206,-0.00581855230565373,0.0242232199442929,0.0224303970637002,100,0,100,0.171876050581995,1
1210,"HH",0.0530627014001846,NA,0.0203684262652768,NA,100,0,NA,0.15620849935313,1
1210,"HH-ANT",0.0480727484361062,-0.00860503875996236,0.024170811716776,0.0224468702595562,100,0,100,0.156149877025047,1
1211,"HH",0.0524011359472799,NA,0.0202385321465851,NA,100,0,NA,0.143513003089661,1
1211,"HH-ANT",0.0613897183062305,0.0155893666186763,0.023990386334271,0.0223411910147337,100,0,100,0.14361955101288,1
1212,"HH",0.0908202606430191,NA,0.0200810223664996,NA,100,0,NA,0.116992414461407,1
1212,"HH-ANT",0.0848973150022785,-0.0104125501895548,0.0237212173323093,0.0222902516742671,100,0,100,0.117340672369616,1
1213,"HH",0.0551538702130449,NA,0.0204251018120687,NA,100,0,NA,0.150080739756907,1
1213,"HH-ANT",0.0864659251925341,0.0541397462167235,0.0242263456591977,0.0225282996958173,100,0,0,0.150701859041563,1
1214,"HH",0.0654188333724357,NA,0.0203937785186965,NA,100,0,NA,0.154191344423957,1
1214,"HH-ANT",0.0561024344967812,-0.0160814444924708,0.0241974340630097,0.0224814349381535,100,0,100,0.154335289543777,1
1215,"HH",0.0420470544996241,NA,0.0201662765156324,NA,100,0,NA,0.134754947588426,1
1215,"HH-ANT",0.0261145142349062,-0.0277699384089303,0.0238804793275761,0.0222930840250751,100,100,100,0.13479759483168,1
1216,"HH",0.0618479246426395,NA,0.0202850159702476,NA,100,0,NA,0.146911953630105,1
1216,"HH-ANT",0.050430911370169,-0.0196959655926529,0.0240577886977457,0.0223829392475297,100,0,100,0.147602155551755,1
1217,"HH",0.0246865380250039,NA,0.0202956149207717,NA,100,100,NA,0.148351986105319,1
1217,"HH-ANT",0.0192148843149515,-0.00940893716187561,0.0240718492204942,0.0223898207018013,100,100,100,0.148795352745487,1
1218,"HH",0.0325960957225093,NA,0.0201206180633385,NA,100,100,NA,0.124920575486849,1
1218,"HH-ANT",0.0344517687652729,0.00325689309343378,0.0237946325021234,0.0222884087153911,100,100,100,0.124949249035546,1
1219,"HH",0.0651745448464942,NA,0.0205497863316579,NA,100,0,NA,0.161322541413408,1
1219,"HH-ANT",0.076469219096335,0.01931085536068,0.0244002207027925,0.0226380510223407,100,0,100,0.162330251033417,1
1220,"HH",0.0625804066250927,NA,0.0203846094367213,NA,100,0,NA,0.149239362085234,1
1220,"HH-ANT",0.0750953782142238,0.0216324769633586,0.0241710161706767,0.0224852419340529,100,0,100,0.148836892510875,1
1221,"HH",0.0665913094598824,NA,0.0202917727363252,NA,100,0,NA,0.127142321353702,1
1221,"HH-ANT",0.0706601858038834,0.00712965355271541,0.0240022106497187,0.0224721660506134,100,0,100,0.127248778792849,1
1222,"HH",0.015262328658454,NA,0.0201968387056029,NA,0,100,NA,0.135568849423139,1
1222,"HH-ANT",0.00733949695180543,-0.0137391055814044,0.0239137807199282,0.0223234051425988,0,100,100,0.135091539984686,1
1223,"HH",0.0682973962746007,NA,0.0203453943037006,NA,100,0,NA,0.143005453632682,1
1223,"HH-ANT",0.074133838908847,0.010127383817898,0.0241121781050891,0.0224634255704727,100,0,100,0.142922193078796,1
1224,"HH",0.0373114424046652,NA,0.02039877225247,NA,100,100,NA,0.137837946138526,1
1224,"HH-ANT",0.0209110782411203,-0.0285584762494678,0.0241601129252804,0.0225435991391411,100,100,100,0.137853160160776,1
1225,"HH",0.07412984654485,NA,0.0202465999295127,NA,100,0,NA,0.154170625350572,1
1225,"HH-ANT",0.0747789195730526,0.00111333861253547,0.0240248663540108,0.0223160605665742,100,0,100,0.154243604603397,1
1226,"HH",0.0693320262523344,NA,0.020298533220526,NA,100,0,NA,0.143352963190624,1
1226,"HH-ANT",0.0645221579376819,-0.00825382018283641,0.0240634708835244,0.0224105236424439,100,0,100,0.143848610965813,1
1227,"HH",0.0950458398903228,NA,0.0199614893388,NA,100,0,NA,0.106589673852453,1
1227,"HH-ANT",0.0975939126225536,0.00454696705903993,0.0235282239891871,0.0222267754950717,100,0,100,0.10665295546594,1
1228,"HH",0.0554699928720461,NA,0.0204007127664224,NA,100,0,NA,0.151800856055409,1
1228,"HH-ANT",0.0576988670718407,0.00385156613369643,0.0241997763631343,0.0224965056755355,100,0,100,0.15185705392488,1
1229,"HH",0.0403079850993397,NA,0.0203391025053916,NA,100,0,NA,0.139660709333284,1
1229,"HH-ANT",0.0147439628197805,-0.0443382746038282,0.0240828275920437,0.0224647003912197,100,100,0,0.138389214547648,1
1230,"HH",0.0436408630286058,NA,0.0203033090656485,NA,100,0,NA,0.142948717247858,1
1230,"HH-ANT",0.0257460937830114,-0.0309906750641849,0.024055985076955,0.022413826066987,100,100,100,0.142152389364889,1
