"simulation","model","treatment_effect","anticipation_effect","naive_se_t","naive_se_a","naive_coverage_t","naive_power_t","naive_coverage_a","naive_power_a","alpha_sd","delta_sd","convergence"
1,"HH",-0.870191626225799,NA,0.0235162845598591,NA,0,0,NA,NA,0.35615467961381,NA,1
1,"HH-ANT",-1.09136080242874,-0.36697973297672,0.0279932460540629,0.0256422146199072,0,0,0,0,0.406330443894693,NA,1
1,"ETI",0.0897664276593764,NA,0.0315877828974063,NA,100,0,NA,NA,0.116204283030335,NA,1
1,"ETI-ANT",0.166337835197218,0.0735753589342068,0.0405262503124273,0.0247684356025227,100,0,100,0,0.113385786416387,NA,1
1,"TEH",0.0881371030343789,NA,0.356394722797806,NA,100,100,NA,NA,0.116328225333938,1.00407326968643,1
1,"TEH-ANT",0.163886841975504,0.0727584147333774,0.362285884421874,0.0247645875702654,100,100,100,0,0.113433676760486,1.01827674357762,1
2,"HH",-0.88016303692324,NA,0.0235436009200652,NA,0,0,NA,NA,0.322786330398349,NA,1
2,"HH-ANT",-1.14172556173543,-0.433600911159003,0.0279957535398071,0.0256558529054285,0,0,0,0,0.382451500399784,NA,1
2,"ETI",0.0977721748227099,NA,0.0325886377904443,NA,100,0,NA,NA,0.147071198455133,NA,1
2,"ETI-ANT",0.0961268462557224,-0.00150202666427347,0.0429613882413101,0.025392291855716,100,0,100,100,0.147241312325885,NA,1
2,"TEH",0.0960200261956543,NA,0.359011441427058,NA,100,100,NA,NA,0.14700858832182,1.01125164798137,1
2,"TEH-ANT",0.0933312613485819,-0.00244839773903577,0.359934152701292,0.0253847792244065,100,100,100,100,0.147160874464141,1.01078432352458,1
3,"HH",-0.863628642487967,NA,0.0235394016403661,NA,0,0,NA,NA,0.317514652000735,NA,1
3,"HH-ANT",-1.10147798280937,-0.39427128911561,0.0280106950378579,0.0256755983782945,0,0,0,0,0.371502370057812,NA,1
3,"ETI",0.0444213990976397,NA,0.0322580104051512,NA,0,100,NA,NA,0.133856394412821,NA,1
3,"ETI-ANT",0.0546038515900189,0.00944243857833424,0.0421969307180044,0.0252104332890366,100,100,100,100,0.133982465312372,NA,1
3,"TEH",0.0427811579261879,NA,0.351832155800521,NA,100,100,NA,NA,0.133858904486947,0.990945926848491,1
3,"TEH-ANT",0.052009539681953,0.00856416151205328,0.353161496786545,0.0252042298803726,100,100,100,100,0.133980874836526,0.991748757175052,0
4,"HH",-0.853319364871496,NA,0.023625376110178,NA,0,0,NA,NA,0.34079167980083,NA,1
4,"HH-ANT",-1.0988367890711,-0.40764969593399,0.0281037140504976,0.0257496368092336,0,0,0,0,0.394255249650627,NA,1
4,"ETI",0.161103152066014,NA,0.0326598667962598,NA,100,0,NA,NA,0.144120967016885,NA,1
4,"ETI-ANT",0.216421744993589,0.0500042910608942,0.0431166419124195,0.0255016802935924,0,0,100,0,0.146986364437553,NA,1
4,"TEH",0.159311156715872,NA,0.363915805646442,NA,100,100,NA,NA,0.144061116446512,1.02516169760354,1
4,"TEH-ANT",0.213497156761561,0.0490169281493094,0.368780748618901,0.0254930538687918,100,100,100,100,0.146804570410502,1.03593151692852,1
5,"HH",-0.86352234437551,NA,0.0234298961210287,NA,0,0,NA,NA,0.374402953293576,NA,1
5,"HH-ANT",-1.10770597622502,-0.40551682625036,0.0278696383390432,0.0255194163195459,0,0,0,0,0.428644777709734,NA,1
5,"ETI",0.105124111675792,NA,0.0323419532649081,NA,100,0,NA,NA,0.137686013151299,NA,1
5,"ETI-ANT",0.139589821496819,0.0314321465945391,0.0422821124432163,0.0252184437866512,100,0,100,100,0.135762565192774,NA,1
5,"TEH",0.103325051348828,NA,0.351410002398418,NA,100,100,NA,NA,0.137850027793357,0.989723861826272,1
5,"TEH-ANT",0.13675996233382,0.0304780984213551,0.354697546684766,0.0252150360693138,100,100,100,100,0.13594175581362,0.996091740959937,1
6,"HH",-0.889409798698179,NA,0.023514293512426,NA,0,0,NA,NA,0.315686465380465,NA,1
6,"HH-ANT",-1.11420767074277,-0.373247150156939,0.027987549074381,0.0256587438514977,0,0,0,0,0.363736202098299,NA,1
6,"ETI",0.0285991639798376,NA,0.0324976946645162,NA,0,100,NA,NA,0.137694453247997,NA,1
6,"ETI-ANT",0.07210060074831,0.0398732532184683,0.042698587501327,0.0254014352644224,100,100,100,100,0.139521167238968,NA,1
6,"TEH",0.0268742502417878,NA,0.348968081144869,NA,100,100,NA,NA,0.137664457943085,0.982747944159225,1
6,"TEH-ANT",0.0693136178901961,0.0389290853172872,0.352861689970944,0.025393007414805,100,100,100,100,0.139390959552352,0.990726057939972,1
7,"HH",-0.855058186913192,NA,0.0233250065559852,NA,0,0,NA,NA,0.379591038069985,NA,1
7,"HH-ANT",-1.07843725294256,-0.370607641246233,0.0277628064943783,0.025419882925087,0,0,0,0,0.431781535055414,NA,1
7,"ETI",0.0606912542465188,NA,0.0325982605011598,NA,100,100,NA,NA,0.152890457833633,NA,1
7,"ETI-ANT",0.11778382385742,0.0500220375212669,0.0427945133430424,0.0252905993135454,100,0,100,0,0.146807574323042,NA,1
7,"TEH",0.0589067020323268,NA,0.345930200828434,NA,100,100,NA,NA,0.153101984287634,0.974089656397136,1
7,"TEH-ANT",0.114897764203856,0.0490333675710478,0.350705190585492,0.0252874476842685,100,100,100,100,0.147081279422984,0.984540481424528,1
8,"HH",-0.928767540692517,NA,0.0234332121389346,NA,0,0,NA,NA,0.375312178979168,NA,1
8,"HH-ANT",-1.17294863406666,-0.40524115282567,0.0278746494807313,0.0255230642760418,0,0,0,0,0.431330306829022,NA,1
8,"ETI",0.0549856253112281,NA,0.0315763067768209,NA,0,100,NA,NA,0.116251590617079,NA,1
8,"ETI-ANT",0.104614210576708,0.046941413382098,0.0404458730138139,0.0247429913668197,100,0,100,100,0.11264345664902,NA,1
8,"TEH",0.053337723580544,NA,0.356776683168811,NA,100,100,NA,NA,0.116425092711174,1.00516024505831,1
8,"TEH-ANT",0.10212609108535,0.0461033475200692,0.360934039823905,0.0247418889522986,100,100,100,100,0.112814803417395,1.0144509693631,1
9,"HH",-0.846170177117957,NA,0.0235999969521322,NA,0,0,NA,NA,0.358685080967593,NA,1
9,"HH-ANT",-1.09933919951719,-0.420274903137166,0.0280664947050616,0.0257060665172952,0,0,0,0,0.415103900209661,NA,1
9,"ETI",0.144003058792352,NA,0.0325930093904523,NA,100,0,NA,NA,0.139795230185657,NA,1
9,"ETI-ANT",0.170645968532941,0.024466073711935,0.0427396991773159,0.0254317566229284,100,0,100,100,0.139432280769549,NA,1
9,"TEH",0.142208390129564,NA,0.355703305792131,NA,100,100,NA,NA,0.139858085262622,1.00185389546059,1
